State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes
Uttar Pradesh,Amethi,18,Ram Sajiwan,Independent,5616,0,5616
Uttar Pradesh,Amethi,19,Lal Babu,Independent,2318,0,2318
Uttar Pradesh,Amethi,20,Vipin Yadav,Independent,1039,0,1039
Uttar Pradesh,Amethi,21,Shiv Kumar,Independent,495,0,495
Uttar Pradesh,Amethi,22,Dr. U.P. Shivananda,Independent,546,1,547
Uttar Pradesh,Amethi,23,Saritha S. Nair,Independent,568,1,569
Uttar Pradesh,Amethi,24,Suresh Kumar Shukla,Independent,779,0,779
Uttar Pradesh,Amethi,25,Mo. Hasan Lahari,Independent,1224,0,1224
Uttar Pradesh,Amethi,26,Harun Rasheed,Independent,2083,2,2085
Uttar Pradesh,Amethi,27,Hemant Kumar,Independent,1580,0,1580
Uttar Pradesh,Amethi,28,NOTA,None of the Above,3931,9,3940
Uttar Pradesh,Amroha,1,KANWAR SINGH TANWAR,Bharatiya Janata Party,536380,1454,537834
Uttar Pradesh,Amroha,2,KUNWAR DANISH ALI,Bahujan Samaj Party,600744,338,601082
Uttar Pradesh,Amroha,3,SACHIN CHOUDHARY,Indian National Congress,12454,56,12510
Uttar Pradesh,Amroha,4,MATLOOB AHMAD,Pragatishil Samajwadi Party (Lohia),946,8,954
Uttar Pradesh,Amroha,5,RAJPAL SINGH SAINI,Jan Shakti Dal,1163,1,1164
Uttar Pradesh,Amroha,6,AKHTAR,Independent,978,1,979
Uttar Pradesh,Amroha,7,NARESH KUMAR,Independent,944,1,945
Uttar Pradesh,Amroha,8,RAJPAL SINGH,Independent,1390,2,1392
Uttar Pradesh,Amroha,9,(KUNWAR) ROBIN TYAGI,Independent,2055,1,2056
Uttar Pradesh,Amroha,10,VIKAR AHMAD,Independent,3649,0,3649
Uttar Pradesh,Amroha,11,NOTA,None of the Above,6605,12,6617
Uttar Pradesh,Aonla,1,DHARMENDRA KASHYAP,Bharatiya Janata Party,536377,1298,537675
Uttar Pradesh,Aonla,2,RUCHIVIRA,Bahujan Samaj Party,423100,832,423932
Uttar Pradesh,Aonla,3,KUNWAR SARVARAJ SINGH,Indian National Congress,62407,141,62548
Uttar Pradesh,Aonla,4,MO. ATEEQ,National Fifty Fifty Front,1308,0,1308
Uttar Pradesh,Aonla,5,IRSHAD ANSARI ADVOCATE,VANCHITSAMAJ INSAAF PARTY,909,3,912
Uttar Pradesh,Aonla,6,RISHIPAL,Jan Shakti Ekta Party,1555,2,1557
Uttar Pradesh,Aonla,7,DINESH KUMAR,Hindusthan Nirman Dal,1056,0,1056
Uttar Pradesh,Aonla,8,DHARMENDRA KUMAR,Shivsena,1376,2,1378
Uttar Pradesh,Aonla,9,PRAMOD KUMAR YADAV,Bhartiya Krishak Dal,941,2,943
Uttar Pradesh,Aonla,10,PRITI KASHYAP,Rashtriya Mazdoor Ekta Party,1736,3,1739
Uttar Pradesh,Aonla,11,RAMPHAL SHAKYA,Bahujan Mukti Party,1659,1,1660
Uttar Pradesh,Aonla,12,SUNIL KUMAR,Pragatishil Samajwadi Party (Lohia),2109,8,2117
Uttar Pradesh,Aonla,13,LAKSHMI,Independent,3097,0,3097
Uttar Pradesh,Aonla,14,HEMENDRA PAL SINGH,Independent,3675,0,3675
Uttar Pradesh,Aonla,15,NOTA,None of the Above,9188,10,9198
Uttar Pradesh,Azamgarh,1,Akhilesh Yadav,Samajwadi Party,619594,1984,621578
Uttar Pradesh,Azamgarh,2,Dinesh Lal Yadav Nirahua,Bharatiya Janata Party,360255,1449,361704
Uttar Pradesh,Azamgarh,3,Anil Singh,Rashtriya Ulama Council,6761,2,6763
Uttar Pradesh,Azamgarh,4,Abhimanyu Singh Sunny,Suheldev Bharatiya Samaj Party,10077,1,10078
Uttar Pradesh,Azamgarh,5,Arvind Kumar Pandey,Nagrik Ekta Party,947,2,949
Uttar Pradesh,Azamgarh,6,Ehsan Ahmed,Naitik Party,976,0,976
Uttar Pradesh,Azamgarh,7,Pawan Singh Samrat,Aam Janta Party (India),1106,0,1106
Uttar Pradesh,Azamgarh,8,Pramod Tiwari,Janhit Kisan Party,3148,0,3148
Uttar Pradesh,Azamgarh,9,Mohinder Kumar,Sarvshreshth Dal,2899,2,2901
Uttar Pradesh,Azamgarh,10,Gorakhram Nishad,Independent,1247,3,1250
Uttar Pradesh,Azamgarh,11,Gaurav Singh,Independent,1431,1,1432
Uttar Pradesh,Azamgarh,12,Budhi Ram,Independent,2098,0,2098
Uttar Pradesh,Azamgarh,13,Rajaram Gond,Independent,1930,1,1931
Uttar Pradesh,Azamgarh,14,Rajiv Talwar,Independent,2203,1,2204
Uttar Pradesh,Azamgarh,15,Dr. Rajeev Pandey,Independent,3737,2,3739
Uttar Pradesh,Azamgarh,16,NOTA,None of the Above,7239,16,7255
Uttar Pradesh,Badaun,1,Dharmendra Yadav,Samajwadi Party,491959,939,492898
Uttar Pradesh,Badaun,2,Saleem Iqbal Shervani,Indian National Congress,51896,51,51947
Uttar Pradesh,Badaun,3,Dr. Sanghmitra Maurya,Bharatiya Janata Party,510343,1009,511352
Uttar Pradesh,Badaun,4,Kailash Kumar Mishra,All India Forward Bloc,4346,1,4347
Uttar Pradesh,Badaun,5,Mahesh Shrivastav,Kalyankari Jantantrik Party,1333,3,1336
Uttar Pradesh,Badaun,6,Atul Kumar,Independent,1680,1,1681
Uttar Pradesh,Badaun,7,Kirpa Shankar Shakya,Independent,2218,1,2219
Uttar Pradesh,Badaun,8,Swami Paglanand,Independent,4085,0,4085
Uttar Pradesh,Badaun,9,Hari Singh,Independent,2636,1,2637
Uttar Pradesh,Badaun,10,NOTA,None of the Above,8602,4,8606
Uttar Pradesh,Baghpat,1,JAYANT CHAUDHARY,Rashtriya Lok Dal,500794,1493,502287
Uttar Pradesh,Baghpat,2,Dr. SATYAPAL SINGH,Bharatiya Janata Party,519631,6158,525789
Uttar Pradesh,Baghpat,3,ISTAKAR ALI,National Lokmat Party,1598,30,1628
Uttar Pradesh,Baghpat,4,UTTAR KUMAR JINDAL,Bhartiya Naujawan Inklav Party,915,17,932
Uttar Pradesh,Baghpat,5,DEVENDER,Aapki Apni Party (Peoples),654,7,661
Uttar Pradesh,Baghpat,6,PARVEEN YOGI,Bhartiya Nojawan Dal,1042,5,1047
Uttar Pradesh,Baghpat,7,MANOJ RANA,Akhil Bhartiya Lok Dal,495,8,503
Uttar Pradesh,Baghpat,8,CHAUDHARY MOHKAM,Pragatishil Samajwadi Party (Lohia),685,22,707
Uttar Pradesh,Baghpat,9,RAMKUMAR,Sarvjan Lok Shakti Party,1246,4,1250
Uttar Pradesh,Baghpat,10,RUBY KASHYAP,Hindusthan Nirman Dal,609,24,633
Uttar Pradesh,Baghpat,11,Dr. SALEEM AHMAD,Sabse Achchhi Party,550,6,556
Uttar Pradesh,Baghpat,12,JAFAR,Independent,1396,4,1400
Uttar Pradesh,Baghpat,13,SUBHASH,Independent,2450,10,2460
Uttar Pradesh,Baghpat,14,NOTA,None of the Above,4996,45,5041
Uttar Pradesh,Bahraich,1,AKSHAIBAR LAL,Bharatiya Janata Party,525512,470,525982
Uttar Pradesh,Bahraich,2,SHABBIR BALMIKI,Samajwadi Party,396843,387,397230
Uttar Pradesh,Bahraich,3,SAVITRI BAI PHULE,Indian National Congress,34383,71,34454
Uttar Pradesh,Bahraich,4,JAGDISH KUMAR SINGH,Pragatishil Samajwadi Party (Lohia),2488,1,2489
Uttar Pradesh,Bahraich,5,MAUJILAL,Rashtriya Jan Adhikar Party (United),1662,0,1662
Uttar Pradesh,Bahraich,6,RAM SAGAR,Rashtriya Kranti Party,1581,0,1581
Uttar Pradesh,Bahraich,7,RINKU SAHANI,Shivsena,2423,4,2427
Uttar Pradesh,Bahraich,8,GUR PRASAD,Independent,2131,0,2131
Uttar Pradesh,Bahraich,9,JANARDAN GOND,Independent,5179,0,5179
Uttar Pradesh,Bahraich,10,SHIVNANDAN,Independent,3524,0,3524
Uttar Pradesh,Bahraich,11,NOTA,None of the Above,13184,5,13189
Uttar Pradesh,Ballia,1,Virendra Singh,Bharatiya Janata Party,464039,5075,469114
Uttar Pradesh,Ballia,2,Sanatan Pandey,Samajwadi Party,450408,3187,453595
Uttar Pradesh,Ballia,3,ARVIND,Bhartiya Jan Nayak Party,3895,130,4025
Uttar Pradesh,Ballia,4,Uday Prakash,Janta Raj Party,1352,7,1359
Uttar Pradesh,Ballia,5,GOPAL RAM KHARWAR,Gondvana Gantantra Party,3950,52,4002
Uttar Pradesh,Ballia,6,Janmejay Kumar Prajapati,Bharatiya Samta Samaj Party,2442,12,2454
Uttar Pradesh,Ballia,7,Vinod,Suheldev Bharatiya Samaj Party,35874,26,35900
Uttar Pradesh,Ballia,8,Seema Chauhan,Janta Kranti Party (Rashtravadi),2409,44,2453
Uttar Pradesh,Ballia,9,OM PRAKASH PANDEY,Independent,1768,7,1775
Uttar Pradesh,Ballia,10,Major Ramesh Chandra Upadhyay,Independent,5435,5,5440
Uttar Pradesh,Ballia,11,NOTA,None of the Above,9540,75,9615
Uttar Pradesh,Banda,1,BALKUMAR PATEL,Indian National Congress,75350,88,75438
Uttar Pradesh,Banda,2,MAHENDRA,Communist Party of India,10347,2,10349
Uttar Pradesh,Banda,3,SHYAMA CHARAN GUPTA,Samajwadi Party,418647,341,418988
Uttar Pradesh,Banda,4,R.K. SINGH PATEL,Bharatiya Janata Party,477100,826,477926
Uttar Pradesh,Banda,5,CHHOTELAL,Pragatishil Samajwadi Party (Lohia),12746,1,12747
Uttar Pradesh,Banda,6,MIRA DEVI,Swatantra Jantaraj Party,6539,6,6545
Uttar Pradesh,Banda,7,SHIRAZ RAHAT KHAN,Ambedkar Samaj Party,7869,4,7873
Uttar Pradesh,Banda,8,RAMPRATAP,Independent,5430,3,5433
Uttar Pradesh,Banda,9,NOTA,None of the Above,19248,2,19250
Uttar Pradesh,Bansgaon,1,Kamlesh Paswan,Bharatiya Janata Party,544434,2239,546673
Uttar Pradesh,Bansgaon,2,Sadal Prasad,Bahujan Samaj Party,391441,1764,393205
Uttar Pradesh,Bansgaon,3,Surendra Prasad,Pragatishil Samajwadi Party (Lohia),8685,32,8717
Uttar Pradesh,Bansgaon,4,Lalchand Prasad,Independent,6444,4,6448
Uttar Pradesh,Bansgaon,5,NOTA,None of the Above,14060,33,14093
Uttar Pradesh,Barabanki,1,Upendra Singh Rawat,Bharatiya Janata Party,535594,323,535917
Uttar Pradesh,Barabanki,2,Tanuj Punia,Indian National Congress,159575,36,159611
Uttar Pradesh,Barabanki,3,Ram Sagar Rawat,Samajwadi Party,425624,153,425777
Uttar Pradesh,Barabanki,4,Asha Devi,Lok Dal,5761,1,5762
Uttar Pradesh,Barabanki,5,Om kar,Bahujan Mukti Party,1369,2,1371
Uttar Pradesh,Barabanki,6,Kalpana Rawat,Bharat Prabhat Party,1048,1,1049
Uttar Pradesh,Barabanki,7,Tarawati,Awami Samta Party,1920,1,1921
Uttar Pradesh,Barabanki,8,Fool Dulari,Samdarshi Samaj Party,1622,2,1624
Uttar Pradesh,Barabanki,9,Vinod Kumar,Aam Janta Party (India),1622,0,1622
Uttar Pradesh,Barabanki,10,Santosh Kumari,Dr. Bhimrao Ambedkar Dal,1549,0,1549
Uttar Pradesh,Barabanki,11,Kishan Lal,Independent,2288,1,2289
Uttar Pradesh,Barabanki,12,Molhey Ram Rawat,Independent,4380,1,4381
Uttar Pradesh,Barabanki,13,Manju Devi,Independent,3683,0,3683
Uttar Pradesh,Barabanki,14,NOTA,None of the Above,8783,2,8785
Uttar Pradesh,Bareilly,1,PRAVEEN SINGH ARON,Indian National Congress,74003,203,74206
Uttar Pradesh,Bareilly,2,BHAGWAT SARAN GANGWAR,Samajwadi Party,397403,585,397988
Uttar Pradesh,Bareilly,3,SATISH KUMAR,Communist Party of India,7515,4,7519
Uttar Pradesh,Bareilly,4,SANTOSH KUMAR GANGWAR,Bharatiya Janata Party,563533,1737,565270
Uttar Pradesh,Bareilly,5,JAGPAL SINGH YADAV,Akhand Samaj Party,2653,2,2655
Uttar Pradesh,Bareilly,6,MANOJ VIKAT,Bahujan Nyay Dal,681,0,681
Uttar Pradesh,Bareilly,7,YATENDRA SINGH,Bahujan Samyak Party (Mission),498,3,501
Uttar Pradesh,Bareilly,8,RAHEESH MIYA,VANCHITSAMAJ INSAAF PARTY,644,1,645
Uttar Pradesh,Bareilly,9,RABIYA AKHTAR,Khusro Sena Party,687,0,687
Uttar Pradesh,Bareilly,10,LAEEK AHMAD MANSOORI,Naitik Party,851,0,851
Uttar Pradesh,Bareilly,11,SAMAN TAHIR,Pragatishil Samajwadi Party (Lohia),2482,6,2488
Uttar Pradesh,Bareilly,12,USHA AGARWAL,Independent,1071,1,1072
Uttar Pradesh,Bareilly,13,ZAVED KHAN,Independent,2789,0,2789
Uttar Pradesh,Bareilly,14,NITIN MOHAN,Independent,1192,1,1193
Uttar Pradesh,Bareilly,15,RAKESH AGARWAL ADVOCATE,Independent,1985,1,1986
Uttar Pradesh,Bareilly,16,SYED RASHID ALI CHAMAN,Independent,3984,3,3987
Uttar Pradesh,Bareilly,17,NOTA,None of the Above,3797,27,3824
Uttar Pradesh,Basti,1,RAJ KISHOR SINGH,Indian National Congress,86453,467,86920
Uttar Pradesh,Basti,2,RAM PRASAD CHAUDHARY,Bahujan Samaj Party,437641,3167,440808
Uttar Pradesh,Basti,3,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,469214,1948,471162
Uttar Pradesh,Basti,4,PANKAJ DUBEY,Lok Gathbandhan Party,7340,5,7345
Uttar Pradesh,Basti,5,PRAMOD SHUKLA,"Rashtrawadi Party of India,",2678,2,2680
Uttar Pradesh,Basti,6,RAM PRASAD CHAURASIYA,Janhit Kisan Party,3734,3,3737
Uttar Pradesh,Basti,7,ROHIT KUMAR PATHAK,Hindusthan Nirman Dal,3179,3,3182
Uttar Pradesh,Basti,8,VINOD KUMAR RAJBHAR,Suheldev Bharatiya Samaj Party,11960,11,11971
Uttar Pradesh,Basti,9,CHANDRA MANI PANDEY,Independent,3161,9,3170
Uttar Pradesh,Basti,10,BHAGWANDAS,Independent,5589,1,5590
Uttar Pradesh,Basti,11,RANGI LAL YADAV,Independent,7638,1,7639
Uttar Pradesh,Basti,12,NOTA,None of the Above,10298,37,10335
Uttar Pradesh,Bhadohi,1,Akhilesh,Nationalist Congress Party,4558,12,4570
Uttar Pradesh,Bhadohi,2,RAMAKANT,Indian National Congress,25508,96,25604
Uttar Pradesh,Bhadohi,3,RAMESH CHAND,Bharatiya Janata Party,508989,1040,510029
Uttar Pradesh,Bhadohi,4,RANGNATH MISHRA,Bahujan Samaj Party,465412,1002,466414
Uttar Pradesh,Bhadohi,5,Dr Rajesh Kumar Verma,Peoples Party of India (Democratic),4647,1,4648
Uttar Pradesh,Bhadohi,6,VINOD,Hindusthan Nirman Dal,1943,0,1943
Uttar Pradesh,Bhadohi,7,KULDEEP,Independent,1644,2,1646
Uttar Pradesh,Bhadohi,8,RAM SAKHA,Independent,1764,0,1764
Uttar Pradesh,Bhadohi,9,Satish Bahadur,Independent,1819,0,1819
Uttar Pradesh,Bhadohi,10,SUSHIL,Independent,4052,0,4052
Uttar Pradesh,Bhadohi,11,SAIYYAD MOHAMMAD ARIF,Independent,5050,0,5050
Uttar Pradesh,Bhadohi,12,SANTLAL,Independent,2764,0,2764
Uttar Pradesh,Bhadohi,13,NOTA,None of the Above,9079,8,9087
Uttar Pradesh,Bijnor,1,NASIMUDDIN SIDDIQUI,Indian National Congress,25699,134,25833
Uttar Pradesh,Bijnor,2,RAJA BHARATENDRA SINGH,Bharatiya Janata Party,488061,3043,491104
Uttar Pradesh,Bijnor,3,MALOOK NAGAR,Bahujan Samaj Party,559824,1221,561045
Uttar Pradesh,Bijnor,4,ILAMSINGH,Pragatishil Samajwadi Party (Lohia),3970,9,3979
Uttar Pradesh,Bijnor,5,ANSH CHAITANYA MAHARAJ,Hindusthan Nirman Dal,1160,2,1162
Uttar Pradesh,Bijnor,6,PARVEZ AKIL,All India Minorities Front,629,0,629
Uttar Pradesh,Bijnor,7,BABLOO RAM,Bharatiya Sarvodaya Kranti Party,827,2,829
Uttar Pradesh,Bijnor,8,MANGERAM,Peoples Party of India (Democratic),842,1,843
Uttar Pradesh,Bijnor,9,MUKESH KUMAR,All India Forward Bloc,2817,0,2817
Uttar Pradesh,Bijnor,10,RAJIV CHOUDHARY,Bhartiya Kisan Party,1078,7,1085
Uttar Pradesh,Bijnor,11,SONU,Jansatta Party,1535,0,1535
Uttar Pradesh,Bijnor,12,MOHD. ZAHID,Independent,3237,1,3238
Uttar Pradesh,Bijnor,13,MAHAK SINGH,Independent,2260,0,2260
Uttar Pradesh,Bijnor,14,NOTA,None of the Above,4374,30,4404
Uttar Pradesh,Bulandshahr,1,BANSHI SINGH,Indian National Congress,29288,177,29465
Uttar Pradesh,Bulandshahr,2,BHOLA SINGH,Bharatiya Janata Party,677196,4125,681321
Uttar Pradesh,Bulandshahr,3,YOGESH VERMA,Bahujan Samaj Party,390458,806,391264
Uttar Pradesh,Bulandshahr,4,PRAMOD KUMAR,Rashtriya Samaj Paksha,3657,7,3664
Uttar Pradesh,Bulandshahr,5,REENA DEVI,National Bhrashtachar Mukt Party,1434,19,1453
Uttar Pradesh,Bulandshahr,6,VINAY KUMAR SINGH,Aapki Apni Party (Peoples),916,1,917
Uttar Pradesh,Bulandshahr,7,SATISH,Bharatiya Bahujan Parivartan Party,1259,9,1268
Uttar Pradesh,Bulandshahr,8,MANOJ KUMAR SINGH,Independent,3386,2,3388
Uttar Pradesh,Bulandshahr,9,RADHIKA DEVI,Independent,5152,18,5170
Uttar Pradesh,Bulandshahr,10,NOTA,None of the Above,5696,23,5719
Uttar Pradesh,Chandauli,1,Dr. Mahendra Nath Pandey,Bharatiya Janata Party,508113,2620,510733
Uttar Pradesh,Chandauli,2,Sanjay Singh Chauhan,Samajwadi Party,494689,2085,496774
Uttar Pradesh,Chandauli,3,Arjun Pandey,Atulya Bharat Party,4086,10,4096
Uttar Pradesh,Chandauli,4,Krishna Pratap Singh,Samagra Utthan Party,2741,3,2744
Uttar Pradesh,Chandauli,5,Jangbahadur,Bhartiya Manav Samaj Party,1166,6,1172
Uttar Pradesh,Chandauli,6,Byasmuni,Kanshiram Bahujan Dal,829,9,838
Uttar Pradesh,Chandauli,7,Mahendra Pratap Singh,Al-Hind Party,1127,0,1127
Uttar Pradesh,Chandauli,8,Mahender Yadav,Pragatisheel Manav Samaj Party,4218,7,4225
Uttar Pradesh,Chandauli,9,Rajesh Vishwakarma,Moulik Adhikar Party,3077,4,3081
Uttar Pradesh,Chandauli,10,Ramgovind,Suheldev Bharatiya Samaj Party,18971,14,18985
Uttar Pradesh,Chandauli,11,Shivkanya Kushwaha,Jan Adhikar Party,22190,101,22291
Uttar Pradesh,Chandauli,12,Shivratri,Prithviraj Janshakti Party,2260,1,2261
Uttar Pradesh,Chandauli,13,Liyakat Ali,Independent,5411,5,5416
Uttar Pradesh,Chandauli,14,NOTA,None of the Above,11182,36,11218
Uttar Pradesh,Deoria,1,NIYAZ AHMED,Indian National Congress,50749,307,51056
Uttar Pradesh,Deoria,2,BINOD KUMAR JAISWAL,Bahujan Samaj Party,327728,2985,330713
Uttar Pradesh,Deoria,3,RAMAPATI RAM TRIPATHI,Bharatiya Janata Party,577617,3027,580644
Uttar Pradesh,Deoria,4,ISRAR AHAMAD,Bharatiya Aavaam Ekta Party,8158,6,8164
Uttar Pradesh,Deoria,5,ONKAR SINGH,Samajwadi Samaj Party,2386,31,2417
Uttar Pradesh,Deoria,6,CHANDAN KUMAR YADAV,Rashtriya Ulama Council,3299,6,3305
Uttar Pradesh,Deoria,7,JITENDRA,Suheldev Bharatiya Samaj Party,4867,1,4868
Uttar Pradesh,Deoria,8,BIRJA,Peace Party,3209,0,3209
Uttar Pradesh,Deoria,9,MANOJ KUMAR MISHRA,Manuvadi Party,3957,5,3962
Uttar Pradesh,Deoria,10,BRIJENDRA MANI TRIPATHI,Independent,5702,0,5702
Uttar Pradesh,Deoria,11,RAMASHISH RAI,Independent,7866,36,7902
Uttar Pradesh,Deoria,12,NOTA,None of the Above,13358,63,13421
Uttar Pradesh,Dhaurahra,1,ARSHAD ILIYAS SIDDIQUI,Bahujan Samaj Party,352093,201,352294
Uttar Pradesh,Dhaurahra,2,KUNWAR JITIN PRASADA,Indian National Congress,162727,129,162856
Uttar Pradesh,Dhaurahra,3,REKHA VERMA,Bharatiya Janata Party,512582,323,512905
Uttar Pradesh,Dhaurahra,4,ANIL KUMAR ' RAJVANSHI',Bahujan Awam Party,9287,1,9288
Uttar Pradesh,Dhaurahra,5,BALJEET KAUR,Hindusthan Nirman Dal,3165,1,3166
Uttar Pradesh,Dhaurahra,6,MALKHAN SINGH RAJPOOT,Pragatishil Samajwadi Party (Lohia),4288,0,4288
Uttar Pradesh,Dhaurahra,7,MUKESH KUMAR,Shivsena,3556,0,3556
Uttar Pradesh,Dhaurahra,8,REETU VERMA 'DIDI',Independent,4688,1,4689
Uttar Pradesh,Dhaurahra,9,NOTA,None of the Above,10792,6,10798
Uttar Pradesh,Domariyaganj,1,AFTAB ALAM,Bahujan Samaj Party,386901,31,386932
Uttar Pradesh,Domariyaganj,2,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,Indian National Congress,60538,11,60549
Uttar Pradesh,Domariyaganj,3,JAGDAMBIKA PAL,Bharatiya Janata Party,492145,108,492253
Uttar Pradesh,Domariyaganj,4,ARJUN SINGH LODHI,Bahujan Mukti Party,8265,0,8265
Uttar Pradesh,Domariyaganj,5,KESHARI NANDAN,Sabka Dal United,3066,0,3066
Uttar Pradesh,Domariyaganj,6,KESHAV RAJBHAR,Suheldev Bharatiya Samaj Party,3809,0,3809
Uttar Pradesh,Domariyaganj,7,BRIJESH KUMAR,Janhit Kisan Party,4097,0,4097
Uttar Pradesh,Domariyaganj,8,MOHAMMAD IRFAN,Peace Party,5765,0,5765
Uttar Pradesh,Domariyaganj,9,SANJAY KUMAR CHAUHAN,Nagrik Ekta Party,5029,1,5030
Uttar Pradesh,Domariyaganj,10,SHARWAN KUMAR,Independent,3746,0,3746
Uttar Pradesh,Domariyaganj,11,NOTA,None of the Above,11754,3,11757
Uttar Pradesh,Etah,1,Ku. Devendra Singh Yadav,Samajwadi Party,422054,624,422678
Uttar Pradesh,Etah,2,Rajveer Singh (Raju Bhaiya),Bharatiya Janata Party,544267,1081,545348
Uttar Pradesh,Etah,3,Atar Singh,Rashtriya Shoshit Samaj Party,5104,6,5110
Uttar Pradesh,Etah,4,Anuj Kumar,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),834,4,838
Uttar Pradesh,Etah,5,Anand Prakash Singh Rajput,Rashtriya Backward Party,582,2,584
Uttar Pradesh,Etah,6,Naresh Chandra,Bhartiya Shakti Chetna Party,480,2,482
Uttar Pradesh,Etah,7,Bharat Singh,Rashtriya Kranti Party,665,1,666
Uttar Pradesh,Etah,8,Rashmi Yadav,Pragatishil Samajwadi Party (Lohia),1459,11,1470
Uttar Pradesh,Etah,9,Suraj Singh,Jan Adhikar Party,5121,5,5126
Uttar Pradesh,Etah,10,Ashok Kumar,Independent,540,2,542
Uttar Pradesh,Etah,11,Indrapal,Independent,711,1,712
Uttar Pradesh,Etah,12,Parvati Nandan,Independent,1858,0,1858
Uttar Pradesh,Etah,13,Satendra Kumar Panda,Independent,1577,0,1577
Uttar Pradesh,Etah,14,Hari Om,Independent,6337,2,6339
Uttar Pradesh,Etah,15,NOTA,None of the Above,6264,13,6277
Uttar Pradesh,Etawah,1,ASHOK KUMAR DOHARE,Indian National Congress,16460,110,16570
Uttar Pradesh,Etawah,2,KAMLESH KUMAR,Samajwadi Party,455957,1725,457682
Uttar Pradesh,Etawah,3,Dr RAM SHANKAR KATHERIA,Bharatiya Janata Party,519674,2445,522119
Uttar Pradesh,Etawah,4,AKSHASH KRISHNA,Pichhra Samaj Party,4064,9,4073
Uttar Pradesh,Etawah,5,AJAY KUMAR,Bhartiya Jan Nayak Party,850,5,855
Uttar Pradesh,Etawah,6,ARUN KUMAR,Jan Samman party,837,3,840
Uttar Pradesh,Etawah,7,ARTI DEVI,Mahasankalp Janta Party,1481,12,1493
Uttar Pradesh,Etawah,8,LALTA PRASAD,Voters Party International,1265,1,1266
Uttar Pradesh,Etawah,9,SHAMBHU DAYAL DOHARE,Pragatishil Samajwadi Party (Lohia),8657,18,8675
Uttar Pradesh,Etawah,10,SITA,Bhartiya Shakti Chetna Party,1153,1,1154
Uttar Pradesh,Etawah,11,DALVEER SINGH,Independent,2111,1,2112
Uttar Pradesh,Etawah,12,POOJA,Independent,2504,4,2508
Uttar Pradesh,Etawah,13,SANJAY KUMAR,Independent,2857,1,2858
Uttar Pradesh,Etawah,14,NOTA,None of the Above,5580,30,5610
Uttar Pradesh,Faizabad,1,ANAND SEN,Samajwadi Party,463187,357,463544
Uttar Pradesh,Faizabad,2,NIRMAL KHATRI,Indian National Congress,53322,64,53386
Uttar Pradesh,Faizabad,3,LALLU SINGH,Bharatiya Janata Party,528113,908,529021
Uttar Pradesh,Faizabad,4,ASHA DEVI,Lok Dal,6669,5,6674
Uttar Pradesh,Faizabad,5,KANCHAN YADAV,Moulik Adhikar Party,2762,6,2768
Uttar Pradesh,Faizabad,6,MAHESH TIWARI,Shivsena,1243,2,1245
Uttar Pradesh,Faizabad,7,VIJAY SHANKAR PANDEY,Lok Gathbandhan Party,2055,1,2056
Uttar Pradesh,Faizabad,8,SHER AFGAN,Bharat Prabhat Party,1336,1,1337
Uttar Pradesh,Faizabad,9,KAMLESH TIWARI,Independent,2739,0,2739
Uttar Pradesh,Faizabad,10,MANOJ KUMAR MISHRA,Independent,1821,1,1822
Uttar Pradesh,Faizabad,11,RAJBAHADUR URF RAJAN PANDEY,Independent,7345,2,7347
Uttar Pradesh,Faizabad,12,LAL MANI TRIPATHI (BHAI SAHAB),Independent,3301,1,3302
Uttar Pradesh,Faizabad,13,SHARAD KUMAR,Independent,2492,0,2492
Uttar Pradesh,Faizabad,14,NOTA,None of the Above,9381,7,9388
Uttar Pradesh,Farrukhabad,1,Manoj Agarwal,Bahujan Samaj Party,347714,464,348178
Uttar Pradesh,Farrukhabad,2,Mukesh Rajput,Bharatiya Janata Party,567930,1950,569880
Uttar Pradesh,Farrukhabad,3,Salman Khurshid,Indian National Congress,55143,115,55258
Uttar Pradesh,Farrukhabad,4,Uday pal Singh,Pragatishil Samajwadi Party (Lohia),9671,30,9701
Uttar Pradesh,Farrukhabad,5,Luxman,Shivsena,1887,6,1893
Uttar Pradesh,Farrukhabad,6,Vipin Kumar Mishra,Bhartiya Shakti Chetna Party,1311,1,1312
Uttar Pradesh,Farrukhabad,7,Shri Krishna,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hindustani),1667,2,1669
Uttar Pradesh,Farrukhabad,8,Rahul Kumar,Independent,3661,1,3662
Uttar Pradesh,Farrukhabad,9,Sanjay Kumar,Independent,3963,0,3963
Uttar Pradesh,Farrukhabad,10,NOTA,None of the Above,7426,11,7437
Uttar Pradesh,Fatehpur,1,NIRANJAN JYOTI,Bharatiya Janata Party,563715,2325,566040
Uttar Pradesh,Fatehpur,2,RAKESH SACHAN,Indian National Congress,65738,339,66077
Uttar Pradesh,Fatehpur,3,SUKHDEV PRASAD VERMA,Bahujan Samaj Party,366167,1668,367835
Uttar Pradesh,Fatehpur,4,ASHOK KUMAR MISHRA,Janhit Bharat Party,5266,12,5278
Uttar Pradesh,Fatehpur,5,MAHESH CHANDRA SAHU,Pragatishil Samajwadi Party (Lohia),2706,12,2718
